asin,scrape_date,current_price,currency,price_7d_ma,price_7d_volatility,price_momentum,comp_median_price,comp_avg_price,comp_min_price,comp_max_price,comp_count,competitors_below,comp_pressure_score,suggested_price,price_position
B08N5WRWNW,2026-03-31,29.55,USD,29.30285714285714,0.15797829869050758,0.005444028581150118,28.05,29.098000000000003,25.26,35.32,5,3,0.6,28.05,above_market
B08N5WRWNW,2026-04-01,29.43,USD,29.31,0.1630950643030136,0.0017018379850237686,31.29,31.056,24.6,35.5,5,2,0.4,31.29,below_market
B08N5WRWNW,2026-04-02,29.4,USD,29.327142857142857,0.16570196998571393,0.004098360655737654,32.19,31.177999999999997,24.4,35.39,5,1,0.2,32.19,below_market
B08N5WRWNW,2026-04-03,29.5,USD,29.37857142857143,0.1533436849507921,0.012354152367879179,29.03,28.168,25.15,31.7,5,3,0.6,29.03,at_market
B08N5WRWNW,2026-04-04,29.81,USD,29.482857142857142,0.16428778466603886,0.025103163686382324,28.41,28.636000000000003,25.95,31.5,5,3,0.6,28.41,at_market
B08N5WRWNW,2026-04-05,29.65,USD,29.531428571428567,0.1546424447371498,0.011600136472193823,31.56,30.224,24.19,32.28,5,1,0.2,31.56,below_market
B08N5WRWNW,2026-04-06,29.7,USD,29.577142857142857,0.1496344752738186,0.010891763104152519,29.23,28.895999999999997,26.99,30.11,5,3,0.6,29.23,at_market
B08N5WRWNW,2026-04-07,31.87,USD,29.90857142857143,0.8776755013752342,0.0785109983079526,30.51,31.022000000000002,27.52,35.39,5,4,0.8,30.51,at_market
B08N5WRWNW,2026-04-08,30.58,USD,30.072857142857142,0.8807896889669253,0.03907577302072718,31.4,30.206,24.36,32.95,5,2,0.4,31.4,at_market
B08N5WRWNW,2026-04-09,30.37,USD,30.21142857142857,0.8322545398179522,0.0329931972789117,33.0,31.54,24.18,35.93,5,1,0.2,33.0,below_market
B08N5WRWNW,2026-04-10,30.42,USD,30.342857142857138,0.7716154976349583,0.031186440677966054,26.33,28.932,24.3,35.1,5,3,0.6,26.33,above_market
B08N5WRWNW,2026-04-11,30.26,USD,30.407142857142855,0.7378282159083116,0.015095605501509679,31.82,30.806,25.48,34.71,5,2,0.4,31.82,at_market
B08N5WRWNW,2026-04-12,30.13,USD,30.475714285714286,0.6753975901362604,0.01618887015177073,32.0,31.764,28.92,35.4,5,2,0.4,32.0,below_market
B08N5WRWNW,2026-04-13,30.17,USD,30.542857142857144,0.6051367417290379,0.015824915824915964,33.26,31.964,28.21,34.63,5,2,0.4,33.26,below_market
B08N5WRWNW,2026-04-14,30.11,USD,30.291428571428572,0.1735346815891771,-0.055224348917477295,34.81,33.346000000000004,26.73,35.5,5,1,0.2,34.81,below_market
B08N5WRWNW,2026-04-15,29.84,USD,30.185714285714287,0.19277423261909757,-0.02419882275997376,29.95,29.601999999999997,24.98,34.64,5,2,0.4,29.95,at_market
B08N5WRWNW,2026-04-16,29.75,USD,30.09714285714286,0.23235850789342322,-0.020414883108330617,32.59,31.46,26.37,34.34,5,1,0.2,32.59,below_market
B08N5WRWNW,2026-04-17,29.82,USD,30.01142857142857,0.20210793910088107,-0.019723865877712132,33.76,33.152,29.03,35.91,5,1,0.2,33.76,below_market
B08N5WRWNW,2026-04-18,29.85,USD,29.95285714285714,0.17575686669506155,-0.01354923992068735,28.72,29.038,26.7,34.08,5,4,0.8,28.72,at_market
B08N5WRWNW,2026-04-19,29.66,USD,29.885714285714283,0.1862665780413415,-0.015599070693660733,29.6,29.748,28.77,31.36,5,4,0.8,29.6,at_market
B08N5WRWNW,2026-04-20,29.88,USD,29.844285714285714,0.1386671245413506,-0.009612197547232415,30.98,30.546,25.83,34.23,5,2,0.4,30.98,at_market
B08N5WRWNW,2026-04-21,29.31,USD,29.73,0.1994993734326027,-0.026569246097641996,34.5,32.878,28.57,35.83,5,1,0.2,34.5,below_market
B08N5WRWNW,2026-04-22,29.15,USD,29.631428571428568,0.2872529994870235,-0.023123324396782885,32.25,31.889999999999997,28.64,34.44,5,1,0.2,32.25,below_market
B08N5WRWNW,2026-04-23,29.09,USD,29.537142857142857,0.3444664611499267,-0.022184873949579798,26.99,29.394,25.67,35.65,5,3,0.6,26.99,above_market
B08N5WRWNW,2026-04-24,29.06,USD,29.428571428571427,0.3598809326906638,-0.025486250838363533,30.14,30.330000000000002,28.25,33.68,5,2,0.4,30.14,at_market
B08N5WRWNW,2026-04-25,28.84,USD,29.284285714285716,0.36518749261431094,-0.03383584589614741,28.0,28.99,24.02,34.7,5,3,0.6,28.0,at_market
B08N5WRWNW,2026-04-26,28.79,USD,29.159999999999997,0.36405127843939994,-0.02933243425488874,30.89,29.875999999999998,25.11,34.12,5,2,0.4,30.89,below_market
B08N5WRWNW,2026-04-27,28.6,USD,28.977142857142855,0.24370161302402593,-0.042838018741633066,26.69,28.552,24.39,34.04,5,3,0.6,26.69,above_market
B08N5WRWNW,2026-04-28,28.88,USD,28.91571428571428,0.19518001458980594,-0.014670760832480423,30.29,30.022000000000002,25.2,35.02,5,2,0.4,30.29,at_market
B08N5WRWNW,2026-04-29,28.74,USD,28.857142857142858,0.1734660663948941,-0.014065180102915908,33.58,30.922000000000004,24.58,35.88,5,2,0.4,33.58,below_market
B08N5WRWNW,2026-04-30,28.69,USD,28.8,0.1479864858696365,-0.013750429700928102,25.61,27.216,25.23,31.64,5,4,0.8,25.61,above_market
B08N5WRWNW,2026-05-01,28.64,USD,28.740000000000002,0.1034408043281126,-0.014452856159669625,32.87,31.25,24.89,35.85,5,2,0.4,32.87,below_market
B08N5WRWNW,2026-05-02,28.71,USD,28.72142857142857,0.09370673604923044,-0.004507628294036059,31.14,30.994,24.73,35.97,5,1,0.2,31.14,below_market
B08N5WRWNW,2026-05-03,28.75,USD,28.715714285714284,0.0899735410845108,-0.0013893713094824678,25.98,28.351999999999997,24.47,34.47,5,3,0.6,25.98,above_market
B08N5WRWNW,2026-05-04,28.81,USD,28.745714285714286,0.07934253648128795,0.007342657342657155,32.14,30.95,24.64,35.46,5,2,0.4,32.14,below_market
B08N5WRWNW,2026-05-05,28.86,USD,28.74285714285714,0.07387247699373234,-0.0006925207756232066,29.54,30.465999999999998,26.65,33.91,5,1,0.2,29.54,at_market
B08N5WRWNW,2026-05-06,29.05,USD,28.787142857142857,0.1374426287238439,0.010786360473208134,29.19,28.669999999999998,24.54,33.43,5,2,0.4,29.19,at_market
B08N5WRWNW,2026-05-07,29.17,USD,28.85571428571429,0.19042558851673594,0.016730568142209856,28.55,29.568,27.84,33.77,5,3,0.6,28.55,at_market
B08N5WRWNW,2026-05-08,29.22,USD,28.93857142857143,0.20643227876066636,0.02025139664804465,28.96,28.354000000000003,25.24,30.29,5,3,0.6,28.96,at_market
B08N5WRWNW,2026-05-09,27.87,USD,28.81857142857143,0.4554275855877945,-0.02925809822361547,26.99,27.318,24.24,31.45,5,3,0.6,26.99,at_market
B08N5WRWNW,2026-05-10,27.84,USD,28.688571428571432,0.5886546404423689,-0.031652173913043535,25.93,26.714,24.0,30.59,5,3,0.6,25.93,above_market
B08N5WRWNW,2026-05-11,27.84,USD,28.550000000000004,0.6645800679126049,-0.03366886497743837,31.31,29.945999999999998,25.51,35.76,5,2,0.4,31.31,below_market
B08N5WRWNW,2026-05-12,27.92,USD,28.415714285714284,0.6861209111825463,-0.03257103257103244,29.03,30.904000000000003,25.78,35.95,5,1,0.2,29.03,at_market
B09XYZ1234,2026-02-12,90.31,USD,90.31,,,92.43,90.914,77.36,97.35,5,1,0.2,95.2,at_market
B09XYZ1234,2026-02-13,89.76,USD,90.035,0.3889087296525941,,96.26,90.358,72.26,107.97,5,2,0.4,99.15,below_market
B09XYZ1234,2026-02-14,89.3,USD,89.79,0.5056678751908166,,93.38,93.188,79.47,103.74,5,1,0.2,96.18,at_market
B09XYZ1234,2026-02-15,88.63,USD,89.5,0.7119456908126239,,80.0,87.856,72.39,107.51,5,3,0.6,82.4,above_market
B09XYZ1234,2026-02-16,88.41,USD,89.282,0.7859834603857762,,99.95,92.63199999999999,77.32,104.87,5,2,0.4,102.95,below_market
B09XYZ1234,2026-02-17,88.65,USD,89.17666666666666,0.7488569066695343,,100.69,96.28200000000001,75.62,106.9,5,1,0.2,103.71,below_market
B09XYZ1234,2026-02-18,83.4,USD,88.35142857142857,2.2878915225699843,,88.88,88.998,76.61,105.49,5,2,0.4,88.88,below_market
B09XYZ1234,2026-02-19,83.93,USD,87.44000000000001,2.623763200697296,-0.07064555420219243,93.81,89.792,75.57,103.49,5,2,0.4,96.62,below_market
B09XYZ1234,2026-02-20,84.35,USD,86.66714285714285,2.623272220501933,-0.060271836007130264,93.96,94.176,83.13,101.58,5,1,0.2,96.78,below_market
B09XYZ1234,2026-02-21,83.95,USD,85.90285714285714,2.505039682225377,-0.059910414333706585,93.38,90.076,75.52,101.84,5,2,0.4,96.18,below_market
B09XYZ1234,2026-02-22,84.87,USD,85.36571428571429,2.208361814730983,-0.04242355861446456,99.02,96.42,82.54,104.0,5,1,0.2,101.99,below_market
B09XYZ1234,2026-02-23,85.25,USD,84.91428571428573,1.7597524176510158,-0.03574256305847756,89.06,89.38,80.44,98.71,5,1,0.2,91.73,at_market
B09XYZ1234,2026-02-24,85.54,USD,84.47,0.7783101352717172,-0.035081782289904107,81.13,84.348,74.31,100.43,5,3,0.6,83.56,above_market
B09XYZ1234,2026-02-25,79.92,USD,83.97285714285715,1.8913021465444948,-0.04172661870503602,94.87,94.68199999999999,85.66,105.26,5,0,0.0,94.87,below_market
B09XYZ1234,2026-02-26,80.7,USD,83.51142857142857,2.2613228324104777,-0.0384844513284881,95.33,91.168,75.5,103.9,5,1,0.2,98.19,below_market
B09XYZ1234,2026-02-27,80.7,USD,82.99000000000001,2.4487820101702256,-0.043272080616478914,87.9,89.536,80.79,103.77,5,0,0.0,90.54,below_market
B09XYZ1234,2026-02-28,80.73,USD,82.53,2.5391599660780217,-0.0383561643835616,98.04,93.36,72.58,106.69,5,1,0.2,100.98,below_market
B09XYZ1234,2026-03-01,81.54,USD,82.05428571428571,2.3311074417027458,-0.03923647932131491,81.61,86.7,76.09,100.1,5,2,0.4,84.06,at_market
B09XYZ1234,2026-03-02,81.56,USD,81.52714285714286,1.8570111674921355,-0.0432844574780058,104.97,104.56800000000001,102.6,106.71,5,0,0.0,108.12,below_market
B09XYZ1234,2026-03-03,81.22,USD,80.91,0.5796838218661595,-0.05050268880056119,99.38,93.87,78.11,106.53,5,2,0.4,102.36,below_market
B09XYZ1234,2026-03-04,81.8,USD,81.17857142857143,0.46962497702704037,0.023523523523523382,95.62,92.6,81.18,105.75,5,1,0.2,98.49,below_market
B09XYZ1234,2026-03-05,81.82,USD,81.33857142857143,0.4701924631265194,0.013878562577447129,83.92,83.172,77.83,88.34,5,2,0.4,86.44,at_market
B09XYZ1234,2026-03-06,81.99,USD,81.52285714285713,0.42921301182960714,0.015985130111524137,87.35,89.364,73.54,105.97,5,2,0.4,89.97,below_market
B09XYZ1234,2026-03-07,81.43,USD,81.62285714285714,0.26310417998170466,0.00867087823609558,82.91,85.76,74.28,107.84,5,2,0.4,82.91,at_market
B09XYZ1234,2026-03-08,81.17,USD,81.57000000000001,0.31464265445110073,-0.004537650233014556,78.61,81.07000000000001,72.02,93.54,5,3,0.6,80.97,at_market
B09XYZ1234,2026-03-09,81.31,USD,81.53428571428572,0.32979069841634184,-0.0030652280529671616,97.73,94.428,77.12,107.35,5,1,0.2,100.66,below_market
B09XYZ1234,2026-03-10,80.79,USD,81.47285714285715,0.4245277488266679,-0.0052942624969218866,97.58,100.488,93.74,107.51,5,0,0.0,100.51,below_market
B09XYZ1234,2026-03-11,80.94,USD,81.35000000000001,0.43829214001624944,-0.010513447432762835,89.68,89.03,78.25,105.72,5,1,0.2,92.37,below_market
B09XYZ1234,2026-03-12,80.95,USD,81.22571428571429,0.404880934879121,-0.010633097042287876,82.37,84.688,72.96,97.19,5,2,0.4,84.84,at_market
B09XYZ1234,2026-03-13,79.75,USD,80.9057142857143,0.5568320256252528,-0.027320404927430153,104.99,102.1,95.37,105.53,5,0,0.0,108.14,below_market
B09XYZ1234,2026-03-14,79.58,USD,80.64142857142858,0.6896962754582379,-0.022718899668426995,93.24,90.19800000000001,75.42,100.45,5,1,0.2,96.04,below_market
B09XYZ1234,2026-03-15,80.22,USD,80.50571428571429,0.6612326152184133,-0.011703831464826897,97.03,92.67,81.86,101.22,5,0,0.0,99.94,below_market
B09XYZ1234,2026-03-16,80.24,USD,80.35285714285715,0.5602890410527556,-0.013159512975033927,87.81,83.896,75.59,90.65,5,2,0.4,90.44,below_market
B09XYZ1234,2026-03-17,80.4,USD,80.29714285714286,0.5280376970669938,-0.004827330115113271,92.26,93.61,82.79,105.08,5,0,0.0,95.03,below_market
B09XYZ1234,2026-03-18,80.84,USD,80.28285714285714,0.5087472943651058,-0.0012354830738817713,89.59,91.838,81.74,106.96,5,0,0.0,92.28,below_market
B09XYZ1234,2026-03-19,80.85,USD,80.26857142857143,0.4878670779159919,-0.0012353304508957441,74.85,81.838,73.54,97.05,5,3,0.6,77.1,above_market
B09XYZ1234,2026-03-20,81.04,USD,80.45285714285714,0.5027495826523877,0.01617554858934178,95.09,93.924,77.04,106.54,5,1,0.2,97.94,below_market
B09XYZ1234,2026-03-21,80.39,USD,80.56857142857143,0.33288779748481784,0.010178436793164103,75.78,80.438,73.2,95.92,5,3,0.6,78.05,above_market
B09XYZ1234,2026-03-22,80.77,USD,80.64714285714285,0.30020627828847385,0.006856145599601016,89.69,90.546,84.69,97.93,5,0,0.0,92.38,below_market
B09XYZ1234,2026-03-23,80.48,USD,80.68142857142857,0.2564779764053018,0.0029910269192423566,83.48,90.304,72.95,107.97,5,1,0.2,85.98,at_market
B09XYZ1234,2026-03-24,79.63,USD,80.57142857142857,0.47192614434283336,-0.0095771144278608,94.19,94.34400000000001,74.57,105.72,5,1,0.2,97.02,below_market
B09XYZ1234,2026-03-25,79.58,USD,80.39142857142858,0.5802708727088535,-0.01558634339435927,87.62,88.312,72.44,100.84,5,1,0.2,90.25,below_market
B09XYZ1234,2026-03-26,79.08,USD,80.13857142857144,0.7167386453333611,-0.02189239332096471,80.73,84.312,72.94,105.98,5,1,0.2,83.15,at_market
B09XYZ1234,2026-03-27,79.64,USD,79.93857142857144,0.6107762430281953,-0.01727541954590328,84.24,85.988,75.72,101.57,5,2,0.4,84.24,below_market
B09XYZ1234,2026-03-28,79.27,USD,79.77857142857144,0.6194467577720525,-0.01393208110461508,76.17,78.53999999999999,73.18,86.13,5,3,0.6,78.46,at_market
B09XYZ1234,2026-03-29,79.13,USD,79.5442857142857,0.47535450430382375,-0.020304568527918843,93.05,90.08,83.44,96.0,5,0,0.0,95.84,below_market
B09XYZ1234,2026-03-30,79.34,USD,79.38142857142857,0.2367437835459432,-0.014165009940357853,87.87,89.188,73.3,104.13,5,2,0.4,90.51,below_market
B09XYZ1234,2026-03-31,79.28,USD,79.33142857142856,0.21106306888617204,-0.004395328393821396,103.17,97.81,82.31,106.34,5,0,0.0,106.27,below_market
B09XYZ1234,2026-04-01,79.17,USD,79.27285714285713,0.1859851504569837,-0.005152048253329933,81.66,87.168,73.01,107.06,5,2,0.4,84.11,at_market
B09XYZ1234,2026-04-02,78.84,USD,79.23857142857142,0.24134543510837214,-0.0030349013657055,95.32,93.46000000000001,74.47,104.65,5,1,0.2,98.18,below_market
B09XYZ1234,2026-04-03,79.28,USD,79.18714285714286,0.169087185175302,-0.0045203415369161615,76.81,82.49600000000001,73.95,95.71,5,3,0.6,79.11,at_market
B09XYZ1234,2026-04-04,79.89,USD,79.2757142857143,0.3172200678213823,0.007821370001261485,95.71,94.416,84.31,102.98,5,0,0.0,98.58,below_market
B09XYZ1234,2026-04-05,79.95,USD,79.39285714285714,0.39605194464511206,0.010362694300518172,92.24,94.84400000000001,80.92,107.43,5,0,0.0,95.01,below_market
B09XYZ1234,2026-04-06,79.87,USD,79.46857142857142,0.4331831241491906,0.006680110915049164,81.5,82.452,73.45,93.45,5,2,0.4,83.94,at_market
B09XYZ1234,2026-04-07,79.87,USD,79.55285714285715,0.44753823991979796,0.007441977800201949,92.12,87.176,72.03,101.57,5,2,0.4,94.88,below_market
B09XYZ1234,2026-04-08,80.01,USD,79.67285714285715,0.4403299628579792,0.010610079575596787,88.23,88.748,72.23,100.5,5,1,0.2,90.88,below_market
B09XYZ1234,2026-04-09,80.44,USD,79.90142857142857,0.33972678097894066,0.020294266869609334,88.09,92.256,86.73,106.79,5,0,0.0,88.09,below_market
B09XYZ1234,2026-04-10,80.66,USD,80.09857142857143,0.31876995735845165,0.017406659939455116,92.3,94.404,87.91,102.17,5,0,0.0,95.07,below_market
B09XYZ1234,2026-04-11,80.81,USD,80.23,0.3982043026722452,0.011515834272124215,93.17,90.386,72.08,102.8,5,1,0.2,95.97,below_market
B09XYZ1234,2026-04-12,80.03,USD,80.24142857142859,0.38989009440393335,0.001000625390869203,92.53,89.878,72.02,102.74,5,1,0.2,95.31,below_market
B09XYZ1234,2026-04-13,79.71,USD,80.21857142857142,0.4189044668906931,-0.0020032552898461287,106.51,100.09200000000001,82.0,107.55,5,0,0.0,109.71,below_market
B09XYZ1234,2026-04-14,79.71,USD,80.19571428571429,0.4446668094524209,-0.0020032552898461287,90.74,91.034,75.94,103.25,5,1,0.2,93.46,below_market
B09XYZ1234,2026-04-15,79.26,USD,80.08857142857143,0.5696615536564743,-0.009373828271466045,77.91,80.54400000000001,72.59,89.43,5,3,0.6,80.25,at_market
B09XYZ1234,2026-04-16,79.14,USD,79.90285714285713,0.6431618325562903,-0.016161113873694677,91.58,92.494,80.1,103.99,5,0,0.0,94.33,below_market
B09XYZ1234,2026-04-17,79.02,USD,79.66857142857144,0.6196619662210824,-0.020332258864368957,91.9,94.53999999999999,84.38,103.08,5,0,0.0,94.66,below_market
B09XYZ1234,2026-04-18,78.57,USD,79.34857142857142,0.49851207178393087,-0.0277193416656355,90.51,92.282,78.63,104.55,5,0,0.0,90.51,below_market
B09XYZ1234,2026-04-19,77.93,USD,79.04857142857144,0.6336515491295642,-0.02624015994002238,83.04,86.11600000000001,77.05,99.42,5,1,0.2,85.53,below_market
B09XYZ1234,2026-04-20,78.03,USD,78.80857142857143,0.659025254231047,-0.02107640195709437,98.0,91.83200000000001,74.65,100.5,5,1,0.2,100.94,below_market
B09XYZ1234,2026-04-21,77.4,USD,78.47857142857143,0.7088824202322236,-0.028980052691004787,83.8,88.674,75.12,101.0,5,1,0.2,83.8,below_market
B09XYZ1234,2026-04-22,77.79,USD,78.26857142857143,0.6544572451385121,-0.018546555639666895,82.32,83.34,76.67,90.03,5,1,0.2,84.79,below_market
B09XYZ1234,2026-04-23,77.74,USD,78.06857142857143,0.5492245615844392,-0.017690169320192184,94.13,91.536,80.12,104.04,5,0,0.0,96.95,below_market
B09XYZ1234,2026-04-24,77.8,USD,77.89428571428572,0.35687799702685674,-0.01543912933434577,94.37,94.668,81.98,106.7,5,0,0.0,94.37,below_market
B09XYZ1234,2026-04-25,77.62,USD,77.75857142857144,0.20570436484012547,-0.012091128929616723,86.95,88.374,75.82,106.73,5,1,0.2,89.56,below_market
B09XYZ1234,2026-04-26,77.92,USD,77.75714285714287,0.20434564555462378,-0.0001283202874374778,81.95,85.19200000000001,73.08,101.36,5,1,0.2,84.41,at_market
B09XYZ1234,2026-04-27,77.36,USD,77.66142857142857,0.21200853531782712,-0.008586441112392706,82.69,85.518,79.3,102.92,5,0,0.0,85.17,below_market
B09XYZ1234,2026-04-28,76.89,USD,77.58857142857143,0.3557353216193299,-0.006589147286821806,96.45,91.774,74.05,104.69,5,1,0.2,99.34,below_market
B09XYZ1234,2026-04-29,76.74,USD,77.43857142857142,0.4621121282195504,-0.013497878904743632,84.95,87.75,82.66,93.98,5,0,0.0,87.5,below_market
