asin,scrape_date,price,currency,rating,stock,source,parent_asin
B0FY52GZFG,2026-04-27,48.37,USD,4.4,in_stock,product,
B0FY52GZFG,2026-04-28,48.74,USD,4.4,in_stock,product,
B0FY52GZFG,2026-04-29,48.81,USD,4.3,in_stock,product,
B0FY52GZFG,2026-04-30,49.24,USD,4.4,in_stock,product,
B0FY52GZFG,2026-05-01,49.23,USD,4.4,in_stock,product,
B0FY52GZFG,2026-05-02,49.37,USD,4.5,in_stock,product,
B0FY52GZFG,2026-05-03,49.81,USD,4.4,in_stock,product,
B0FY52GZFG,2026-05-04,49.83,USD,4.4,in_stock,product,
B0FY52GZFG,2026-05-05,50.02,USD,4.4,in_stock,product,
B0FY52GZFG,2026-05-06,50.21,USD,4.4,in_stock,product,
B0FY52GZFG,2026-05-07,50.19,USD,4.4,in_stock,product,
B0FY52GZFG,2026-05-08,50.35,USD,4.3,in_stock,product,
B0FY52GZFG,2026-05-09,50.05,USD,4.4,in_stock,product,
B0FY52GZFG,2026-05-10,50.2,USD,4.4,in_stock,product,
B0FY52GZFG,2026-05-11,50.3,USD,4.3,in_stock,product,
B0FY52GZFG,2026-05-12,50.45,USD,4.5,in_stock,product,
B08N5WRWNW,2026-02-12,30.12,USD,4.1,in_stock,product,
B08N5WRWNW,2026-02-13,30.15,USD,4.1,in_stock,product,
B08N5WRWNW,2026-02-14,30.13,USD,4.1,in_stock,product,
B08N5WRWNW,2026-02-15,29.97,USD,4.2,in_stock,product,
B08N5WRWNW,2026-02-16,29.85,USD,4.1,in_stock,product,
B08N5WRWNW,2026-02-17,30.05,USD,4.1,in_stock,product,
B08N5WRWNW,2026-02-18,30.4,USD,4.0,in_stock,product,
B08N5WRWNW,2026-02-19,30.11,USD,4.0,in_stock,product,
B08N5WRWNW,2026-02-20,29.87,USD,4.1,in_stock,product,
B08N5WRWNW,2026-02-21,29.91,USD,4.0,in_stock,product,
B08N5WRWNW,2026-02-22,29.84,USD,4.1,out_of_stock,product,
B08N5WRWNW,2026-02-23,29.74,USD,4.1,in_stock,product,
B08N5WRWNW,2026-02-24,29.82,USD,4.1,in_stock,product,
B08N5WRWNW,2026-02-25,29.94,USD,4.1,in_stock,product,
B08N5WRWNW,2026-02-26,29.92,USD,4.0,in_stock,product,
B08N5WRWNW,2026-02-27,29.7,USD,4.1,in_stock,product,
B08N5WRWNW,2026-02-28,29.66,USD,4.2,in_stock,product,
B08N5WRWNW,2026-03-01,29.65,USD,4.1,in_stock,product,
B08N5WRWNW,2026-03-02,29.66,USD,4.1,in_stock,product,
B08N5WRWNW,2026-03-03,29.53,USD,4.1,low_stock,product,
B08N5WRWNW,2026-03-04,29.32,USD,4.0,in_stock,product,
B08N5WRWNW,2026-03-05,29.3,USD,4.1,in_stock,product,
B08N5WRWNW,2026-03-06,29.22,USD,4.1,in_stock,product,
B08N5WRWNW,2026-03-07,29.19,USD,4.1,in_stock,product,
B08N5WRWNW,2026-03-08,29.14,USD,4.2,in_stock,product,
B08N5WRWNW,2026-03-09,29.31,USD,4.1,in_stock,product,
B08N5WRWNW,2026-03-10,29.6,USD,4.1,in_stock,product,
B08N5WRWNW,2026-03-11,29.76,USD,4.1,in_stock,product,
B08N5WRWNW,2026-03-12,29.81,USD,4.0,in_stock,product,
B08N5WRWNW,2026-03-13,29.25,USD,4.2,in_stock,product,
B08N5WRWNW,2026-03-14,29.11,USD,4.1,in_stock,product,
B08N5WRWNW,2026-03-15,29.14,USD,4.1,in_stock,product,
B08N5WRWNW,2026-03-16,28.96,USD,4.2,in_stock,product,
B08N5WRWNW,2026-03-17,29.18,USD,4.1,in_stock,product,
B08N5WRWNW,2026-03-18,29.15,USD,4.1,in_stock,product,
B08N5WRWNW,2026-03-19,29.25,USD,4.1,in_stock,product,
B08N5WRWNW,2026-03-20,29.32,USD,4.1,in_stock,product,
B08N5WRWNW,2026-03-21,29.27,USD,4.0,in_stock,product,
B08N5WRWNW,2026-03-22,29.41,USD,4.0,in_stock,product,
B08N5WRWNW,2026-03-23,29.32,USD,4.1,in_stock,product,
B08N5WRWNW,2026-03-24,29.39,USD,4.1,in_stock,product,
B08N5WRWNW,2026-03-25,29.38,USD,4.1,in_stock,product,
B08N5WRWNW,2026-03-26,29.28,USD,4.2,in_stock,product,
B08N5WRWNW,2026-03-27,29.14,USD,4.1,in_stock,product,
B08N5WRWNW,2026-03-28,29.08,USD,4.1,in_stock,product,
B08N5WRWNW,2026-03-29,29.31,USD,4.1,in_stock,product,
B08N5WRWNW,2026-03-30,29.38,USD,4.1,in_stock,product,
B08N5WRWNW,2026-03-31,29.55,USD,4.1,in_stock,product,
B08N5WRWNW,2026-04-01,29.43,USD,4.1,in_stock,product,
B08N5WRWNW,2026-04-02,29.4,USD,4.0,in_stock,product,
B08N5WRWNW,2026-04-03,29.5,USD,4.1,in_stock,product,
B08N5WRWNW,2026-04-04,29.81,USD,4.1,in_stock,product,
B08N5WRWNW,2026-04-05,29.65,USD,4.1,in_stock,product,
B08N5WRWNW,2026-04-06,29.7,USD,4.1,in_stock,product,
B08N5WRWNW,2026-04-07,31.87,USD,4.1,in_stock,product,
B08N5WRWNW,2026-04-08,30.58,USD,4.1,in_stock,product,
B08N5WRWNW,2026-04-09,30.37,USD,4.2,in_stock,product,
B08N5WRWNW,2026-04-10,30.42,USD,4.0,in_stock,product,
B08N5WRWNW,2026-04-11,30.26,USD,4.2,in_stock,product,
B08N5WRWNW,2026-04-12,30.13,USD,4.2,low_stock,product,
B08N5WRWNW,2026-04-13,30.17,USD,4.0,in_stock,product,
B08N5WRWNW,2026-04-14,30.11,USD,4.1,in_stock,product,
B08N5WRWNW,2026-04-15,29.84,USD,4.1,in_stock,product,
B08N5WRWNW,2026-04-16,29.75,USD,4.1,in_stock,product,
B08N5WRWNW,2026-04-17,29.82,USD,4.1,in_stock,product,
B08N5WRWNW,2026-04-18,29.85,USD,4.1,in_stock,product,
B08N5WRWNW,2026-04-19,29.66,USD,4.1,in_stock,product,
B08N5WRWNW,2026-04-20,29.88,USD,4.1,in_stock,product,
B08N5WRWNW,2026-04-21,29.31,USD,4.1,in_stock,product,
B08N5WRWNW,2026-04-22,29.15,USD,4.2,in_stock,product,
B08N5WRWNW,2026-04-23,29.09,USD,4.1,in_stock,product,
B08N5WRWNW,2026-04-24,29.06,USD,4.1,in_stock,product,
B08N5WRWNW,2026-04-25,28.84,USD,4.2,in_stock,product,
B08N5WRWNW,2026-04-26,28.79,USD,4.1,out_of_stock,product,
B08N5WRWNW,2026-04-27,28.6,USD,4.1,in_stock,product,
B08N5WRWNW,2026-04-28,28.88,USD,4.2,in_stock,product,
B08N5WRWNW,2026-04-29,28.74,USD,4.1,in_stock,product,
B08N5WRWNW,2026-04-30,28.69,USD,4.1,in_stock,product,
B08N5WRWNW,2026-05-01,28.64,USD,4.0,in_stock,product,
B08N5WRWNW,2026-05-02,28.71,USD,4.0,in_stock,product,
B08N5WRWNW,2026-05-03,28.75,USD,4.0,in_stock,product,
B08N5WRWNW,2026-05-04,28.81,USD,4.1,in_stock,product,
B08N5WRWNW,2026-05-05,28.86,USD,4.1,in_stock,product,
B08N5WRWNW,2026-05-06,29.05,USD,4.1,in_stock,product,
B08N5WRWNW,2026-05-07,29.17,USD,4.1,low_stock,product,
B08N5WRWNW,2026-05-08,29.22,USD,4.1,low_stock,product,
B08N5WRWNW,2026-05-09,27.87,USD,4.1,in_stock,product,
B08N5WRWNW,2026-05-10,27.84,USD,4.1,in_stock,product,
B08N5WRWNW,2026-05-11,27.84,USD,4.1,in_stock,product,
B08N5WRWNW,2026-05-12,27.92,USD,4.1,in_stock,product,
B09XYZ1234,2026-02-12,90.31,USD,4.7,in_stock,product,
B09XYZ1234,2026-02-13,89.76,USD,4.7,in_stock,product,
B09XYZ1234,2026-02-14,89.3,USD,4.8,in_stock,product,
B09XYZ1234,2026-02-15,88.63,USD,4.8,in_stock,product,
B09XYZ1234,2026-02-16,88.41,USD,4.7,in_stock,product,
B09XYZ1234,2026-02-17,88.65,USD,4.7,in_stock,product,
B09XYZ1234,2026-02-18,83.4,USD,4.6,in_stock,product,
B09XYZ1234,2026-02-19,83.93,USD,4.6,in_stock,product,
B09XYZ1234,2026-02-20,84.35,USD,4.7,in_stock,product,
B09XYZ1234,2026-02-21,83.95,USD,4.7,in_stock,product,
B09XYZ1234,2026-02-22,84.87,USD,4.8,in_stock,product,
B09XYZ1234,2026-02-23,85.25,USD,4.7,in_stock,product,
B09XYZ1234,2026-02-24,85.54,USD,4.7,in_stock,product,
B09XYZ1234,2026-02-25,79.92,USD,4.6,in_stock,product,
B09XYZ1234,2026-02-26,80.7,USD,4.7,in_stock,product,
B09XYZ1234,2026-02-27,80.7,USD,4.6,in_stock,product,
B09XYZ1234,2026-02-28,80.73,USD,4.7,in_stock,product,
B09XYZ1234,2026-03-01,81.54,USD,4.7,in_stock,product,
B09XYZ1234,2026-03-02,81.56,USD,4.6,in_stock,product,
B09XYZ1234,2026-03-03,81.22,USD,4.7,in_stock,product,
B09XYZ1234,2026-03-04,81.8,USD,4.8,in_stock,product,
B09XYZ1234,2026-03-05,81.82,USD,4.6,in_stock,product,
B09XYZ1234,2026-03-06,81.99,USD,4.8,in_stock,product,
B09XYZ1234,2026-03-07,81.43,USD,4.7,in_stock,product,
B09XYZ1234,2026-03-08,81.17,USD,4.7,in_stock,product,
B09XYZ1234,2026-03-09,81.31,USD,4.7,in_stock,product,
B09XYZ1234,2026-03-10,80.79,USD,4.8,in_stock,product,
B09XYZ1234,2026-03-11,80.94,USD,4.6,in_stock,product,
B09XYZ1234,2026-03-12,80.95,USD,4.7,in_stock,product,
B09XYZ1234,2026-03-13,79.75,USD,4.8,in_stock,product,
B09XYZ1234,2026-03-14,79.58,USD,4.7,in_stock,product,
B09XYZ1234,2026-03-15,80.22,USD,4.7,low_stock,product,
B09XYZ1234,2026-03-16,80.24,USD,4.7,in_stock,product,
B09XYZ1234,2026-03-17,80.4,USD,4.7,in_stock,product,
B09XYZ1234,2026-03-18,80.84,USD,4.7,in_stock,product,
B09XYZ1234,2026-03-19,80.85,USD,4.7,in_stock,product,
B09XYZ1234,2026-03-20,81.04,USD,4.7,in_stock,product,
B09XYZ1234,2026-03-21,80.39,USD,4.7,in_stock,product,
B09XYZ1234,2026-03-22,80.77,USD,4.7,in_stock,product,
B09XYZ1234,2026-03-23,80.48,USD,4.7,in_stock,product,
B09XYZ1234,2026-03-24,79.63,USD,4.7,in_stock,product,
B09XYZ1234,2026-03-25,79.58,USD,4.7,low_stock,product,
B09XYZ1234,2026-03-26,79.08,USD,4.6,in_stock,product,
B09XYZ1234,2026-03-27,79.64,USD,4.6,in_stock,product,
B09XYZ1234,2026-03-28,79.27,USD,4.7,in_stock,product,
B09XYZ1234,2026-03-29,79.13,USD,4.7,in_stock,product,
B09XYZ1234,2026-03-30,79.34,USD,4.7,in_stock,product,
B09XYZ1234,2026-03-31,79.28,USD,4.7,in_stock,product,
B09XYZ1234,2026-04-01,79.17,USD,4.7,in_stock,product,
B09XYZ1234,2026-04-02,78.84,USD,4.7,in_stock,product,
B09XYZ1234,2026-04-03,79.28,USD,4.8,in_stock,product,
B09XYZ1234,2026-04-04,79.89,USD,4.7,in_stock,product,
B09XYZ1234,2026-04-05,79.95,USD,4.7,in_stock,product,
B09XYZ1234,2026-04-06,79.87,USD,4.7,in_stock,product,
B09XYZ1234,2026-04-07,79.87,USD,4.8,low_stock,product,
B09XYZ1234,2026-04-08,80.01,USD,4.6,in_stock,product,
B09XYZ1234,2026-04-09,80.44,USD,4.7,in_stock,product,
B09XYZ1234,2026-04-10,80.66,USD,4.7,in_stock,product,
B09XYZ1234,2026-04-11,80.81,USD,4.7,in_stock,product,
B09XYZ1234,2026-04-12,80.03,USD,4.7,in_stock,product,
B09XYZ1234,2026-04-13,79.71,USD,4.7,in_stock,product,
B09XYZ1234,2026-04-14,79.71,USD,4.8,in_stock,product,
B09XYZ1234,2026-04-15,79.26,USD,4.7,out_of_stock,product,
B09XYZ1234,2026-04-16,79.14,USD,4.7,in_stock,product,
B09XYZ1234,2026-04-17,79.02,USD,4.7,in_stock,product,
B09XYZ1234,2026-04-18,78.57,USD,4.8,in_stock,product,
B09XYZ1234,2026-04-19,77.93,USD,4.7,in_stock,product,
B09XYZ1234,2026-04-20,78.03,USD,4.7,in_stock,product,
B09XYZ1234,2026-04-21,77.4,USD,4.7,in_stock,product,
B09XYZ1234,2026-04-22,77.79,USD,4.8,in_stock,product,
B09XYZ1234,2026-04-23,77.74,USD,4.7,in_stock,product,
B09XYZ1234,2026-04-24,77.8,USD,4.7,in_stock,product,
B09XYZ1234,2026-04-25,77.62,USD,4.7,in_stock,product,
B09XYZ1234,2026-04-26,77.92,USD,4.7,in_stock,product,
B09XYZ1234,2026-04-27,77.36,USD,4.7,in_stock,product,
B09XYZ1234,2026-04-28,76.89,USD,4.7,in_stock,product,
B09XYZ1234,2026-04-29,76.74,USD,4.7,in_stock,product,
B09XYZ1234,2026-04-30,76.92,USD,4.6,low_stock,product,
B09XYZ1234,2026-05-01,75.94,USD,4.7,in_stock,product,
B09XYZ1234,2026-05-02,76.48,USD,4.7,in_stock,product,
B09XYZ1234,2026-05-03,76.24,USD,4.7,in_stock,product,
B09XYZ1234,2026-05-04,76.6,USD,4.7,in_stock,product,
B09XYZ1234,2026-05-05,76.92,USD,4.7,in_stock,product,
B09XYZ1234,2026-05-06,76.68,USD,4.7,low_stock,product,
B09XYZ1234,2026-05-07,76.12,USD,4.7,in_stock,product,
B09XYZ1234,2026-05-08,75.5,USD,4.7,in_stock,product,
B09XYZ1234,2026-05-09,75.55,USD,4.7,in_stock,product,
B09XYZ1234,2026-05-10,75.34,USD,4.7,in_stock,product,
B09XYZ1234,2026-05-11,74.86,USD,4.8,in_stock,product,
B09XYZ1234,2026-05-12,74.77,USD,4.7,out_of_stock,product,
